HeadwordID	Headword	HomonymNumberID	WordClassID	SenseNumberID	Definition
15256	glasswort	1	1	25	<i>Salicornia australis</i> 
11808	lily of the valley vine	1	1	1	<i>Salpichroa origanifolia</i> 
9916	Mexican tripping weed	1	1	1	<i>Salvia</i>, a plant producing a hallucinatory drug
25634	kariba weed	1	1	1	<i>Salvinia molesta</i>
23355	water-pimpernel	1	1	12	<i>Samolus repens</i> var. <i>procumbens </i>
36375	sea primrose	11	1	1	<i>Samolus repens</i> var. <i>procumbens </i>
23356	water-pimpernel 	1	1	25	<i>Samolus repens</i> var. procumbens <i>southern water-pimpernel </I>
38382	bonito	11	1	25	<i>Sarda chiliensis.</i> 
35150	pilchard	1	1	12	<i>Sardinops neopilchardus </i>mohimohi, Picton herring 
20313	herring	11	1	59	<i>Sardinops neopilchardus. </i>
14031	rock oyster	1	1	1	<i>Saxostrea glomerata</i> 
11389	laughing jackass	1	1	2	<i>Sceloglaux albifacies </i>, a SI nocturnal bird, phs named by Australian-bred settlers, to be distinguished from morepork and from the little owl; =laughing owl, =whekau. also contrast jackass-bird. 
36717	butterfish	11	1	25	<i>Schedophilus maculatus. </i>
17315	five-finger	1	1	37	<i>Schefflera digitata </i> patete, ohau. 
42082	snotty-gob 	1	1	1	<i>Schefflera digitata </i>, =FIVE-FINGER, =PATETE [?cits] 2.<i> Nothopanax arboreum,</i> = FIVE-FINGER 
35433	pipe wood	1	1	1	<i>Schefflera digitata,</i> , patete, ohau (??is this from PIPE a tubular cavity in wood 
25896	kohi	18	1	1	<i>Schefflera digitata. </i>
13523	ohau	1	1	1	<i>Schefflera digitata</i> patete, five-finger
24278	pate	1	1	1	<i>Schefflera digitata</i>, a native tree usually with seven fingers or leaves.
16865	kauri fern	1	1	1	<i>Schizaea dichotoma</i>
16900	rush fern	1	1	1	<I>Schizea fistulosa </I>
15954	grass	21	1	20	<i>Schoenus</i> sp.
29802	three-square	1	1	1	<I>Scirpus americanus </I>
27532	clubrush	1	1	25	<i>Scirpus aucklandicus. </i>
27537	clubrush	1	1	25	<i>Scirpus filiformis.</i> 
40489	sedge	11	1	25	<i>Scirpus frondosus</i> 
27543	clubrush	1	1	25	<i>Scirpus inundatus</i> 
26118	kopoupou	1	1	1	<i>Scirpus lacustris. </i>
27542	clubrush	1	1	25	<i>Scirpus nodosus</i>
27540	clubrush	1	1	25	<i>Scirpus robustus</i>
27539	clubrush	1	1	25	<i>Scirpus sulcatus </i> var. <i>distigmatosa. </i>
26048	kohukohu	18	1	1	<i>Scleranthus biflorus</i>
40045	scleranth	11	1	25	<i>Scleranthus biflorus</i> 
31474	spotted Spanish mackerel	1	1	1	<i>Scomber omorus</i> 
20951	horse mackerel	1	1	1	<i>Scomber trachurus. </i>
28060	African clubmoss	1	1	1	<i>Selaginella kraussiana</i>
40544	selliera	11	1	25	<i>Selliera radicans </i>
16274	groundsel	1	1	25	<i>Senecio banksii<i>.
16271	groundsel	1	1	25	<i>Senecio bellidioides. </i>
16273	groundsel	1	1	25	<i>Senecio bellidioides.</i> 
16268	groundsel	1	1	25	<i>Senecio Bidwillii. </i>
19456	dusty miller	1	1	1	<i>Senecio cineraria</i>
16272	groundsel	1	1	25	<i>Senecio elaeagnifolius. </i>
10313	wild zinnia	1	1	1	<i>Senecio elegans </i>
16291	groundsel	1	1	25	<i>Senecio Hectori. </i>
16275	groundsel	1	1	25	<i>Senecio Kirkii. </i>
16276	groundsel	1	1	25	<i>Senecio Kirkii. </i>
16279	groundsel	1	1	25	<i>Senecio Kirkii. </i>
16292	groundsel	1	1	25	<i>Senecio Kirkii. </i>
18358	daisy shrub	1	1	1	<i>Senecio kirkii. </i>
16270	groundsel	1	1	25	<i>Senecio lautus. </i>
16286	groundsel	1	1	25	<i>Senecio lautus. </i>
32170	white marigold	1	1	1	<i>Senecio Lyallii</i> 
12510	native ivy	1	1	1	<i>Senecio mikanoides</i>.  =African, =German ivy. 
16284	groundsel	1	1	25	<i>Senecio Monroi. </i>
16288	groundsel	1	1	25	<i>Senecio perdiciodes. </i>
33555	muttonbird shrub	1	1	1	<i>Senecio rotundifolius </i>
16285	groundsel	1	1	25	<i>Senecio rotunifolius. </i>
16282	groundsel	1	1	25	<I>Senecio saxifragoides. </I>
18344	daisy	11	1	25	<i>Senecio saxifragoides. </i>
16278	groundsel	1	1	25	<i>Senecio scorzonerioides. </i>
32167	marguerite	1	1	25	<i>Senecio scorzoneroides </i>
16289	groundsel	1	1	25	<i>Senecio scorzoneroides. </i>
16290	groundsel	1	1	25	<i>Senecio Stewartiae.</i> 
16293	groundsel	1	1	25	<i>Senecio Stewartiae</i>. 
16287	groundsel	1	1	25	<i>Senecio. </i>
32169	marigold	1	1	25	<i>Senecio</i> family 
16269	groundsel	1	1	25	<i>Senecis sciadophilus. </i>
10339	amberjack	1	1	1	<i>Seriola riviolana</i> (also listed as <i.S. purpurascens</i>), fam. Carangidae (the jacks and trevallies), a largish fish of offshore surface waters
16192	silverfish	11	1	59	<i>Seriolella amplus</i>
22955	rush	22	1	37	<i>sharp rush</i> [s] <i>Juncus acutus</i> L.
15626	gourd	1	1	37	<i>Sicyos australis</i>:
41375	sida	1	1	1	<i>Sida </i> sp.
29402	tawapou	1	1	12	<i>Sideroxylon costatum</i>
41325	silene	1	1	1	<i>Silene gallica </i>
17801	flycatcher	1	1	25	<i>Silene</i> spp.
13391	eyebright	1	1	25	<i>Siphonidium longiflorum. </i>
25904	koho koho 	1	1	1	<I>Solanum aviculare</I>
4314	poroporo	11	1	1	<i>Solanum aviculare</i> (also <i>S.nigrum</i>; also called bull-a-bull a) a fruit-bearing shrub of the nightshade family. b) its edible orange-yellow berry.  BULL-A-BULL (etc.), =POTATO BERRY, the plant and its fruit 
36182	potato plant	1	1	1	<I>Solanum aviculare</i>, bull-a-bull, nightshade, poroporo 
39447	bushman's friend	1	1	1	<I>Solanum</I> spp. 
29742	thistle	1	1	25	<i>Sonchus grandifolius </i>
29746	thistle	1	1	25	<i>Sonchus grandifolius </I>
29743	coastal sowthistle	1	1	1	<i>Sonchus littoralis </i>
29745	thistle	1	1	25	<i>Sonchus littoralis </I>
26274	large-flowered kowhai	1	1	1	<i>Sophora grandiflora</I>
26278	small-leaved kowhai	1	1	1	<i>Sophora microphylla. </i>
27422	clianthus	1	1	25	<i>Sophora microphylla</I> kowhai
26267	kowhai	1	1	1	<i>Sophora tetraptera, S. microphylla</i>, trees which grow mainly on river banks and the edges of forests and in gardens with a mass of bright yellow flowers in spring; aka yellow kowhai, New Zealand laburnum 
21118	houma	1	1	1	<i>Sophora tetraptera. </i>
12033	locust tree	1	1	1	<i>Sophora tetraptera</i>, from yellow, locust-like flowers clustered thickly on the tree; =kowhai q.v. 
39248	burr-reed	1	1	1	<i>Sparganium subglobosum.</i> 
49393	Nelson cave spider	1	1	1	<I>Spelungula cavernicola</i>
49406	cave spider	1	1	1	<I>Spelungula cavernicola</i>
14754	note-noho	1	1	1	<I>Spergularia marginata </I>(Allan 205) for which no Maori name seems recorded: NOTE-NOHO nf Williams [check D'Urville] 
42776	spurrey	11	1	25	<i>Spergularia media<i> 
16901	rusty fern	1	1	1	<i>Sphaerocionum ferrugineum</i
33232	swamp moss	1	1	1	<i>Sphagnum </i>
15941	grass	21	1	8	<i>Spinifex</i> spp. 
21498	ramshorn shell	1	1	1	<i>Spirula spirula</i>
10659	chickweed	1	1	25	<i>Stellaria decipiens</i>, var. <i>angustata. </i>
26023	kohukohu	19	1	1	<i>Stellaria media</i>
16187	grenadier	11	1	1	<i>Sterna striata</i> white-fronted tern
33864	punui	11	1	25	<i>Stilbocarpa lyallii</i>, a plant most commonly growing in islands south of the New Zealand mainland. 
39734	sacrie	1	1	1	<i>Stilbocarpa polaris</i> [AND] 
1493	kakapo	1	1	1	<i>Strigops habroptilus</i>, a rare, dark green flightless bird, found now only in Fiordland; aka green bird, ground parrot, night parrot, owl parrot. 
16127	green-bird	1	1	1	<i>Stringops habroptilus</i> kakapo
40344	sea-blite	1	1	1	<i>Suaeda maritima </i>
5777	gannet	1	1	1	<i>Sula bassana serrator</i> (Gray), a white goose-sized seabird with a yellow crown and black-tipped wings, which plunges on fish from a height;  =takapu. 
32357	swamp matipo	1	1	1	<i>Suttonia Coxii </i>
32358	weeping matipo	1	1	1	<i>Suttonia divaricata</i> , a straggling bush 
32353	creeping matipo	1	1	1	<i>Suttonia nummularia </I>
38122	blueberry	11	1	25	<i>Suttonia nummularia</i>. 
11605	long-leaved matipo	1	1	1	<i>Suttonia salicina</i>, (formerly <i>Rapanea salicina</i>); <i>long-leaf matipo</i>(allied to <i>Suttonia australis,</i> Red matipo, the <i>matipou, mapou</i> of the Maoris) 
19331	paradise duck	1	1	1	<i>Tadorna variegata</i>
14571	necklace shell	1	1	1	<i>Tanea zelandica</i>
18434	dandelion	1	1	37	<I>Taraxacum magellanicum</I>
33210	morning star	1	1	1	<i>Tawera spissa</i>, a small bivalve abundant on sandy beaches of northern New Zealand. 
39860	summer spinach	1	1	1	<i>Tetragonia expansa </i>, = NZ SPINACH
42562	spinach	11	1	25	<i>Tetragonia expansa </i>, summer spinach (usu. as New Zealand spinach) 
8206	spinach	11	1	25	<i>Tetragonia trigyna</i>, kokihi 
13795	orange berry	1	1	1	<i>Tetrapathaea australis </i>
34397	passion-flower	1	1	12	<i>Tetrapathaea tetrandra </i>(formerly <i>Passiflora tetrandra</i>; J.C.A. <i>T. australis</i>) 
25199	southern Buller's albatross	1	1	1	<i>Thalassarche bulleri</i>, Buller's albatross
28456	Crammer, the	1	1	1	<i>the Crammer</i>, a former nickname for the <i>Nelson Examiner</i> newspaper
16922	swamp fern	1	1	25	<i>Thelopteris confluens</i> (formerly <i>Dryopteris thelypteris</i>). 
29674	thelymitra	1	1	1	<i>Thelymitra longifolia </i>
15817	grass	20	1	77	<I>Themeda australis</I> (formerly <I>triandra</I>). 
5189	bowing-bird	1	1	1	<I>Thinornis novae-zelandiae. </i>
9980	albacore	1	1	1	<i>Thunnus alalungs</i>, (previously listed as <i>Germo germon</i>, <i>Thunnus germo</i>, and variants) fam. Scombridae, a moderate-sized tuna widely distributed in the world's oceans.  See also tuna.  Also known as long-finned albacore. 
12969	jockey cap	1	1	1	<i>Tigridia</i> spp. 
16835	chain fern	1	1	1	<i>Tmesipteris tannensis </i>
30282	todea	1	1	25	<i>Todea barbara </i>
25907	koarea	1	1	1	<i>Trachichthodes</i>, golden snapper, red snapper
11201	yellowtail	1	1	59	<i>Trachurus novaezelandiae</i> Mackerel 
16262	groper 	1	1	25	<i>Trachypoma macracanthus</i> 
23154	wandering Jew	1	1	25	<i>Tradescantia</i>
30850	treadly	1	1	1	<i>treadly</i>: a bicycle 
15665	grass	20	1	4	<i>Triglochin triandrum</i>
20900	Adam's mistletoe	1	1	1	<i>Trilepidea adamsii</i>
31407	twitch	11	1	37	<i>Triodia exigua</i>
3080	tramp	1	1	1	<i>trip</i> or <i>tramping trip</i> is NZ trampers' common usage, where British usage might prefer `walking expedition; hike' (OED 1859) for something similar 
27793	grenadier cod	1	1	1	<i>Tripterophycis gilchristi</i>, fam Moridae, a small deepwater morid cod. 
14210	garden nasturtium	1	1	1	<i>Tropaeolum majus</i>
42218	stingaree	11	1	12	<i>Trygon thalassia</i>
20908	white mistletoe	1	1	1	<i>Tupeia antarctica</i>
20904	green mistletoe	1	1	1	<i>Tupeia antarctica</i> 
21974	reed	1	1	25	<i>Typha angustifolia </i>
25874	koareare	1	1	1	<i>Typha angustifolia</i>
22928	rush	22	1	37	<i>Typha angustifolia</i> 
39113	bulrush	11	1	12	<i>Typha angustifolia</i>, any of a group of large marsh plants found in swampy areas; in NZ; raupo. 
22916	rush	22	1	25	<i>Typha angustifolia</i>, raupo
15678	grass	20	1	10	<i>Uncinia</i> spp., HOOK-GRASS 
14585	nettle-tree	1	1	1	<I>Urtica ferox</I> ongaonga, tree-nettle 
14582	nettle	1	1	25	<i>Urtica ferox</i>, =NETTLE(-TREE) (?growing like a bush; ?in the or at the edge of the BUSH A1) 
14586	nettle	1	1	25	<I>Urtica incisa</I> forest-nettle 
32820	nettle	1	1	25	<i>Urtica linearifolia</i>
10616	angiangi	1	1	25	<i>Usnea barbata</i>, a soft white lichen used as a wrapper or absorbent
13452	old man's beard	1	1	25	<i>Usnea</i>  a lichen that grows on tree trunks and branches. 
33199	cabbage-tree moth	1	1	1	<I>Venusia verriculata</i> 
14204	native tobacco	1	1	1	<i>Verbascum thapsus;</I> flannel leaf; velvet; golden rod; an occasional name for mullein
15417	golden rod	1	1	2	<i>Verbascum thapsus</i> flannel leaf
17334	flannel-leaf	1	1	1	<i>Verbascum thapsus</i>, Aaron's rod, golden rod, mullein, native
32813	missionary weed	1	1	1	<i>Verbena officinalis</i>; vervain 
26504	cypress-koromiko 	1	1	1	<I>Veronica cupressoides. </I>
42493	speedwell	11	1	25	<i>Veronica diosmaefolia </i> 
26022	kokomuku	1	1	1	<i>Veronica parviflora</i>, Vahl
40112	scoria-koromiko 	1	1	1	<i>Veronica spathulata</i> 
28798	Cunningham's violet	1	1	1	<I>Viola Cunninghamii. </I>
12253	New  Zealand violet	1	1	1	<i>Viola Cunninghamii</i>
12257	violet	1	1	25	<I>Viola filicaulis </I>
12258	violet	1	1	25	<I>Viola Lyallii</I> 
38115	bluebell	11	1	25	<i>W. albomarginata</i>
19900	harebell	1	1	12	<i>Wahlenbergia </i>spp.
38117	bluebell	11	1	25	<i>Wahlenbergia cartilaginea</i> 
19904	harebell	1	1	25	<i>Wahlenbergia gracilis. </i>
38118	bluebell	11	1	25	<i>Wahlenbergia gracilis</i> [?old name??]. 
19903	harebell	1	1	25	<i>Wahlenbergia gracilis</i>. 
19902	harebell	1	1	25	<i>Wahlenbergia matthewsii. </i>
25056	karmahe	1	1	1	<i>Weinmannia racemosa</i>
29415	tawai	19	1	1	<i>Weinmannia</i> spp.
4264	kamahi	1	1	1	<i>Weinmannia</i> spp. often confused in popular terminology with beech (birch) species, esp. perhaps <i>towai</i> through similarity with <i>tawhai</i> (beech), hence popular misapplication of <i>kamahi</i> to <i>Nothofagus </i>spp.: some distinguish <i>towai</i> as <i>W. sylvicola</i> only; others apply <i>towai</i> to both spp. (so Williams) reserving <i>kamahi</i> (and <i>tawhero</i>) for W. racemosa only; a tall, spreading forest tree 
34712	pepper	1	1	37	<i>Winteria (=Drimys) colorata </i>
18386	damselfly	1	1	25	<I>Xanthocnemis zelandica. </I>
24718	wren	1	1	1	<I>Xenicus</I> sp. (occas. popularly and mistakenly <I>Acanthisitta chloris</I> rifleman; and <I>Gerygone igata</I> grey warbler, see 1923 cit.); a tiny bird with an erect tail, also called matuhituhi, riroriro 
20041	helmet shell	1	1	1	<i>Xenophalium pyrum</i>
40295	sea-wrack	1	1	1	<i>Zostera nana </i>
40356	sea-grass	1	1	1	<i>Zostera nana</i> 
1950	blight-bird	1	1	1	<i>Zosterops halmaturina</i> also called blighty, silvereye, blighty, white-eye, wax-eye, tauhou
36916	Banks' hard fern	1	1	1	<io>Blechnum Banksii </I>
36024	poofler	1	1	1	>?variant of POOFTER 
9910	Agricultural College	1	1	1	>[nf OED(S; W3] [Check statute.] A tertiary training and degree-granting institution. 
23384	wattle	11	1	25	>1. any of the Australian acacias, in early days often mistakenly called mimosa. 2. the branches of trees intertwined with twigs to make fencing, etc. 
22492	roll-your-own	1	1	1	>a handmade cigarette, a cigarette made (`rolled') from tobacco and papers; a ROLL (cf
39819	saloon	1	1	1	>a men's hairdessing establishment
23757	what's new in the zoo?	1	9	1	>an elaboration of the exclamatory greetings <I>What's new? What's the news?</I> (CCR notes: in 1939 the expression was well established to become the title of a bit song `What's New?' 
38893	bugwalk	1	1	1	>bed, sack
14613	new	1	12	1	>in various uses in NZ relating to Pakeha immigration and settlement [cf AND New 1. with nouns denoting land, country, settlement not previously occupied by white people 1835 2. with nouns denoting recently arrived new settler
22270	rip up	1	13	1	>rip somebody (for arse-wife) to berate soundly; `abuse'; to tear one's character to pieces. (cf rip into) 
4368	rush 	18	13	1	>v.t. to hurry along (cattle) 
9724	munt	1	1	1	1 (2001 citation) short for munter q.v. 2 (2011 citation) in combinations = damage, destruction (cf. munted adj., munt v.)
29978	tin-arsed	1	12	1	1. (non-derogatory, with perhaps often edge of jealousy, or of jealous non-acceptance) lucky. 2. (derogatory)= tinpot, tinny, cheap in appearance or structure 
16032	graunch	1	1	1	1. (the result of) a grinding collision or graze -->ca1945 at least -->2. (trampers') =grind n., a stiff pull up a hill: ca1951 the last final graunch up hill (NCC Small)
45447	gone in the mouth	1	9	2	1. [of stock] old and lacking teeth. 2. [a person] elderly. 
3118	awhato	1	1	1	1. <i>Cordiceps robertsii</i> and other <i>Cordiceps</i> species of parasitic fungi which infest the larvae of certain insects; the `vegetable caterpillar'. ... 2. A large caterpillar, the larva of  <i>Sphinx convolvuli</i>.]  Cordiceps robertsii, <i>a fungus which is parasitic on the larvae</i> of some insects, the bulrush caterpillar, vegetable caterpillar, a fungus parasitic on the larvae of certain insects [Ma. awhato[a-macron]]. Also called bulrush caterpillar, vegetable caterpillar. 
199	barracouta	1	1	12	1. <i>Thyrsites atun</i>. =manga [the <i>snoek, snook</i> of the Cape of Good Hope]. Freq. spg bar(r)acoota; also barac(o)uta, barrac(o)uda,  benecoota, benecootoo, ?boracoota, ?paracuta . See also barra, coota, king barracouta: contrast barracuda. [AND Leionura atun 1770 Cook, 1835: transf use of w. Indian barracuda, barracouta.] 1. A Southern Hemisphere fish similar but unrelated to the barracuda, usu. with long needle-like teeth. Also called manga. 2. An oblong bread loaf with a raised crust baked in an open tin [f. Spanish barracuda.] 
11083	you-and-me	1	1	1	1. a (green) pea -->P: 2. pea Aust rh sl: C.20 3. a urination: C.20 -->ca1938 Havelock -->2. a pee -->ca1910 W.H.B. Orsman Havelock 
3517	sluice	1	1	1	1. a channel which carries or controls a flow of water. Short form of sluiceway. 2. a gate or valve used to control such a flow. sluice, verb, to send a stream of water out, over or through. 
37841	block	11	1	25	1. A large area of rural land. 2. An area over which a hunter is licensed to kill animals. 
20483	hogsback/hogback	1	1	1	1. a long, sharply crested ridge. 2. a similar shape, especially a cloud heralding a northwest storm in the SI mountains. 
47414	soldier settler	1	1	1	1. a new settler enticed to New Zealand as soldier in the 1860s by the promise of land. 2. a returned serviceman who became a farmer following war service. 
1873	prefab	11	1	12	1. a prefabricated building, esp. a class room: abbrev. of prefabricated building, in New Zealand originally chiefly applied to such Army huts during and after WW2; thence, and now almost specifically, to pre-fabricated classrooms (the idea for these originally deriving from the availability of surplus prefab. army huts) which have been since about the mid forties, such a feature of school-building practice to meet expanding school rolls.>esp. temporary educational 
7530	access strip	1	1	1	1. a strip of land in common ownership giving legal and physical access to two or more sections, each owned by one of the owners of the strip (Land Transfer Act 1952 s89A) 2. A local authority easement under the Resource Management Act, usually available for public use (s 237B added in 1993)
1904	matipo	1	1	1	1. a usual name for black mapau. (black matipo)
13783	onion	1	1	12	1. a wild variety of onion with masses of attractive white flowers. 
43974	billy boy	1	1	1	1. a worker who mixes and distributes billies of burgoo or Ship's Lime to harvesting teams, working in hot, dry conditions [1850s to 1930s]. 2. a person who collects/delivers smoko materials or makes tea in shearing sheds. 
16194	grog	1	1	25	1. alcoh liquor of any kind; a drink of alcohol see also sly-grog 1832, 1858 Thatcher Col Songster 39 2. on the grog 1959.] ->This sense became obsolete except perhaps in its nautical or naval application; and in its association with SLY-GROG, illicit spirits. 
25643	kitey	1	12	1	1. Angry, esp. get kitey--> (cf kite--> n�.). \2. Stuck-up, ?ikey. 
12833	jasmine	1	1	1	1. Any of numerous often climbing shrubs of the olive family, having usu. very fragrant flowers. 2. In NZ, esp. a native climber with small, creamy flowers, often called Maori jasmine. 
5492	quail	1	1	1	1. any of various related Eurasian ground-dwelling birds. 2. any of a number of similar but unrelated birds elsewhere
36559	public school	1	1	1	1. British: a private school. 2. New Zealand and American: a school maintained at public expense. 
9981	albatross	1	1	12	1. Diomedea spp., fam. Diomedeidae, in NZ used mainly of the two `great' albatrosses, the wandering <i>D. exulans</i> and the royal <i>D. epomophora</i> (smaller Diomedea are known locally as mollymawks q.v.). Also called toroa. 
12271	-ie 	1	1	1	1. General statements: NB -ie suffix allows a general rule for a shortening or abbreviation: hence many of the uses below are not only found in speech, 
11769	linnet	1	1	12	1. In early SI use, Otago use `Blacksmith bird';  =bellbird. 
13872	out	1	12	25	1. in local use: in combinations, away from, outside the bounds of settlement; the main homestead (station) etc. -->see OUT-HUT, -LIFE, SETTLEMENT, -SETTLER, -SHEPHERD, -STATION. cf OED outside adj 2b Austr. 1881, 1885 `situated without the line of settlement;
34516	pay-dirt	1	1	1	1. mining: goldbearing ground or material worth the trouble of working. 2. (informal) any profitable situation. 
13651	one another	1	1	1	1. mother 2. brother
3190	atua	1	1	1	1. n. God, demon, supernatural being, ghost. ... 2. Object of superstitious regard. ...  3. Anything malign, disagreeable.] [The example given is: Toku atua he pakeha. A European is the most disagreeable thing to me.] [Not recorded from Maori on Cook's Voyages: OED2 A Polynesian name for a supernatural being, god or demon.: 
9735	aboard	1	17	1	1. See all aboard! 
1907	lacebark	1	1	12	1. See houhere. 
3349	pepper tree	1	1	12	1. see kawakawa. 2. see horopito
33357	Mowree	1	1	1	1. see MAORI -->2. -->1937 Partridge Dictionary Slang 538 Mowree. A New Zealand seaman: nautical: late C. 19-20. Bowen. 
9052	pottle	1	1	1	1. see punnet. 2. a small plastic or cardboard container for chips, yoghurt, etc.
47761	tailing	1	1	1	1. the removing of lambs' tails with knife, searing iron or runner ring. [Used loosely to include ear-marking and castration of male lambs at the same time and used mainly in the South Island.] 2. the quiet following of stock as they graze while being driven. 
47747	swing the gate	1	9	1	1. to be the fastest shearer in the shed. 2.  to draft stock for sale or act as 'picker'. 3. to hurry.
8101	scratching, be	1	13	1	1. to be unable to be able to find enough money for a particular purpose, or in analogous difficulty;  to be short of something (esp. money), to find it difficult to make up a required amount. -->ca1930; 2. to be hunting desperately for excuses or explanations; be caught out. cf P: be in a dilemma Austr. ca1910 B 1942 AC 1930. 
14728	bottle	1	13	1	1. to hit or attack with a (broken) bottle. (cf. ODE) 2. to feed from a bottle (1981 cit. below)
1332	fossick	1	13	12	1. to search or hunt. 2. to search for gold in abandoned mines, etc.  fossicker/ 
863	inanga	1	1	12	1. Whitebait</i>, the  adult of the minnow, <i> Galaxias attenuatus </i> (also the fry), and the fry of the smelt, <i> Retropinna retropinna.</i>  <i> Galaxias </i>.: a freshwater fish whose young are netted as whitebait [Maori]; usu. applied to small freshwater fish of <i> Galaxias </i> spp. or <i> Retropinna richardsoni </i> (smelt) the fry of which comprise New Zealand whitebait. [Give English pron: rhyming with hanger, anger, or hunger cf. Inanangahua.] 
13508	odd-bod	1	1	12	1.a person who cannot be classified into a social or personal type; someone of no fixed classification; no certain type; `odd-man-out'
13509	odd-bod	1	1	12	1.a person who cannot be classified into a social or personal type; someone of no fixed classification; no certain type; `odd-man-out'
48189	whare	1	1	1	1.a small house used by pioneer farmers as a home, boundary hut or out-station (fern-tree, manuka, nikau, ponga, slab, sod etc.) or a small hut for the single man on a farm or station (occasionally portable). 2.  a communal living quarters or bunkhouse for single men on a station, occ. latterly where each man has his own bedroom or whare in an adjoining row. 
1054	Wahine Day	1	1	1	10 April 1968, when the interisland ferry Wahine foundered in Wellington Harbour
8901	tens	1	1	1	10-acre allotments in Dunedin
10172	beat	11	1	12	1836 a course habitually traversed by anyone
4793	dead bird	1	1	1	1898 MORRIS Austral Eng. 115/2 Dead-bird, in Australia, a recent slang term,
3582	tip-cat	1	1	1	1930-35 West Coast children's game (R. B. McLuskie) A piece of wood with squared sides numbered 1, 2, 3, 4, but tapering to bevelled points at each end, is struck on the bevelled end with a batten so that it spins and lands with one numbered side uppermost. From that number a sequence of ? tasks is given. 
16094	Green River	1	1	1	1930s-40s trade name of a green fizzy drink
17050	Fifty-one	1	1	1	1951, alluding to the Waterfront Dispute
14401	mongrel	1	1	1	1952 Feb 16 R.Gilberd notes on Mongrel Reading `Talking of Words' (Cecil Hull) p21`We might objectively and scientifically describe him, if he were ours, as a dog of mixed breeds - ... we would not be pleased if an acquaintance calls that dog a mongrel.'  In town where dogs are kept largely for appearance and display `mongrel' I think has only one meaning - that a dog is of mixed breeding (with a note of disapproval or contempt). In the country mongrel has two independent meanings.  (i) A dog of mixed blood. Objective - no emotional content. Indeed `pedigreed' is acquiring something of the mongrel taint, in that if a good dog has a pedigree it is mentioned with a faint note of surprise.  (ii) A `no-good' whether man or animal.  `He turned out mongrel' (Rod Macaulay speaking of a pedigreed mastiff that took to sheep worrying.)  `When Bill brought him home I knew he'd turn out a mongrel. Sort of a cow-y look about his head.' (Walter Hull discussing a pedigreed `Totara Park' Friesian bull which proved sterile.)  Talking of dogs:  An `eye-dog' is a specialised type of header which works very quietly, never taking its eyes off the sheep it is trying to pen. Sheep men generally seem to think the dog hypnotises the sheep into being penned quietly. I believe that the fixity of its gaze and its complete concentration enable it to detect and counter any rebelliousness on the part of the sheep before the sheep have quite made up their minds.  
6747	Erebus disaster	1	1	1	1979 Air NZ plane crash on Mt Erebus in the Antarctic with the loss of all aboard
42769	square	19	1	25	1984 14 F E119 Wgton Girls C. 25 SQUARES [F2] -->1984 16 F E8 Pakuranga Coll. 25 SQUARE 
8519	Ka Awatea	1	1	1	1991 Government plan for Maori development
25047	Karitane	1	1	1	2 Bat. NZA Tank Brigade (from their yellow shoulder-patches)
7383	spiker	11	1	12	2-year-old male carrying upright straight antlers; a young stag (? of red deer) at the spike stage of antlers -->a juvenile male deer with two spikes rather than a set of antlers
9834	acre	1	1	1	2. the long acre. 
12818	jar	1	1	1	2.25 l. flagon, formerly half-gallon container of (or for) beer (occas. wine);  cf. flagon, half-G 
5491	Landing Day	1	1	1	25 April 1915
10534	awe-raukura	1	1	1	3. Long white hairs form tail and rump of the native dog, used for decorating clothing, weapons, etc. ...  4. White feathers of albatross or heron.; raukura W.329 1. Feather, plume.] [awiru-kuri, e.g., nf W.]  ??Conjecture awe-raukura. 
23345	waterhen	1	1	37	3.?woodhen; ?a sea-bird (cf Cape hen) penguins, and some other sorts of aquatic birds. 
36452	prospect	11	1	37	3.as n. and attrib, esp. in <i>prospect block </i>
38710	brew up	11	13	37	3.to smoke (cigarettes) illicitly
49352	Undie 500	1	1	1	500 m sprint race where participants wear underwear only
4891	Waitangi Day	1	1	1	6 February, a public holiday commemorating the signing of the Treaty of Waitangi in 1840
37362	biffin	1	1	1	a  baked apple flattened in the form of a cake
32181	marker bull	1	1	1	a  bull (usually vasectomised) fitted with a marking harness to find oestrous cows
18290	dago	19	1	1	a  hat (?of what kind)
1998	hakuwai	1	1	1	A  Maori legendary bird, said to be heard at night but never seen. (Suggested originals include frigate bird, Haast's eagle; the most probable being Miskelly below, i.e. NZ snipe in display flights.)  See also hokioi. 
20010	henrietta	1	1	1	a  mouse
45407	galley-side	1	1	2	a  piece of canvas used to form the wall of a tent. 
43793	ag-aircraft	1	1	2	a  plane used for spraying or topdressing rural land. 
20881	horny	11	1	1	a  policeman; (?exciseman).
2363	durry	1	1	1	a  roll-your-own cigarette
39240	bush chopping	1	1	1	a  spell of chopping bush or logs
48986	tally	1	1	1	a  total number of sheep shorn by a shearer in one day 
35790	poddy	1	1	12	a ? calf -->1. a hand-fed calf or lamb (?or other farm animal): also esp. poddy-calf 
20449	hob-nob	1	1	1	a ? sycophant; crawler. 
10487	Assessor	1	1	1	A ??Maori paid as a government agent to assist with expert advice in settling claims between Maori and Pakeha.
38821	brownie	22	1	1	a ?local or idiolectal name for a young saddleback. 
196	blackfish	11	1	12	a ?rorqual, a ?dolphin 
47560	station rouseabout	1	1	2	a ''jack of all trades,'' cowman gardener or odd jobs person on a station, the lowest status worker. 
