HeadwordID	Headword	HomonymNumberID	WordClassID	SenseNumberID	Definition	needs fixing
16840	crape fern	1	1	1	Occas. (esp. by Cockayne) called double or single crape fern. <i>Leptopteris</i> (synonym <i>Todea) superba</i>, [check this: is it so??] =Prince of Wales feathers. [OED2 NZ] [OED2 crape 3 b. a New Zealand fern <i>Leptopteris superba</i>. 1882 Thomson Ferns of NZ 94] 	
28468	Crapeau	1	1	1	mistaken spg of French <i>crapaud</i> `toad' as a derisive name among sailors for a Frenchman. 	
22536	crazy ant	1	1	1	the introduced ant <i>Paratrechina longicornis	
16846	creek fern	1	1	1	<i>Blechnum fluviatile </i>	
28535	creeper	18	1	1	black creeper, the Dobson fly larva, <i>Archichauliodes</i> spp., toe-biter	
32353	creeping matipo	1	1	1	<i>Suttonia nummularia </I>	
30603	creeping totara	1	1	1	 = alpine totara, <i>podocarpus nivalis </i>	
8352	cress	1	1	25	<i>Cardamine debilis</i>	
28629	cress	1	1	25	<i>Cardomine heterophylla. </i>	
28620	cress	1	1	25	<i>cress, native bitter [=] New Zealand bitter cress [s] </i>	
28624	cress	1	1	25	<i>cress, winter [s] [4 Barbarea</i> sp(p)] 	
28634	cress	1	1	25	<I>Lepidium tenuicaule. </I>	
28632	cress	1	1	25	<i>Lepidium</i> spp. 	
28635	cress	1	1	25	<I>Nasturtium palustre. </I>	
28633	cress	1	1	25	PEPPER CRESS (<i>Lepidium campestre</i>) 	
28644	cress	1	1	1	PEPPER CRESS <i>Lepidium campestre</i>	
31849	crimson manuka	1	1	1	<i>Leptospermum Nichollsii </i>	
50618	Cromwell chafer beetle	1	1	1	an endangered flightless beetle, <i> Prodontria lewisi </i>, endemic to Central Otago.	
28715	crook	11	12	12	in various senses of <i>bad</i>, in performance, appearance, honesty, or health; cf cronk 	
2922	crookie	1	1	1	something defective; someone or something <i>crook</i> (q.v.). 	
28784	crow	20	1	1	constr. with <i>the</i>, the bar-counter of a hotel. 	
28785	crowfoot	1	1	12	<i>Ranunculus. </i>	
16847	crown fern	1	1	1	<i>Blechnum discolor</i>	
28853	cuckoo	1	1	1	any of various migrating birds which lay their eggs in nests of other birds. In New Zealand applied to the migratory Pacific spp. shining cuckoo <i>Chrysococcyx lucius </i>(1889), and the longtailed cuckoo <i>Eudynamis taitensis</i> (1889) (M)	
28872	cudweed	1	1	25	<i>Gnaphalium collinum</i>	
28873	cudweed	1	1	25	<i>Gnaphalium japonicum. </i>	
28877	cudweed	1	1	25	<i>Gnaphalium luteo-album. </i>	
28867	cudweed	1	1	25	<i>Gnaphalium luteoalbum. </i>	
28868	cudweed	1	1	25	<i>Gnaphalium Lyallii. </i>	
28876	cudweed	1	1	25	<i>Graphalium purpureum. </I>	
28874	cudweed	1	1	25	<i>Guaphalium paludosum. </i>	
28869	cudweed	1	1	25	<i>Guaphalium trinerve. </i>	
28866	cudweed	1	1	12	the common name for <i>Gnaphalium</i>, silver weed.	
28796	Cunningham's snowgrass	1	1	1	<I>Danthonia Cunninghamii. </I>	
28797	Cunningham's tree fern	1	1	1	<I>Cyathea Cunninghamii. </I>	
28798	Cunningham's violet	1	1	1	<I>Viola Cunninghamii. </I>	
27563	curl grub	1	1	1	the larval stage of <I>Odontria</I> spp. 	
27642	curlew	1	1	25	godwit, kuaka, southern godwit, <i>Limosa Novae Zealandiae </I> (not the rare straggler, the Australian Curlew' <i>Numenius cyanopus</i>, 1888 Buller 2/45). 	
27575	Curnow's curse	1	1	1	<i>Calandrinia</i> spp., a local noxious weed. 	
27648	currant	1	1	25	<i>Aristotelia fruticosa</i>, a mountain shrub; 	
27599	currant tree	1	1	1	wineberry, <i>Aristotelia racemosa</i>	
27634	cut	1	1	1	early European alteration of Ma. kati (W.103, 4n. <i>Barrier, boundary, pale</i>) used in the expression put a cut on (sthg). 	
27624	cutting	1	1	1	[applied in NZ to other than the artificial excavations (the <i>cuttings</i> of OED2 8.) to (occas. a surveyor's line, and to natural river etc. cuttings, steep gullies, and the like.] 	
30301	cutting toetoe	1	1	1	<i>Mariscus ustulatus </i>	
44767	cutty grass	1	1	1	<i>Carex ternaria</i>, a grass with sharp blades, capable of cutting one's skin open [occas. used for other sharp-bladed grass spp.]. 	
5191	cutty grass	1	1	1	<i>Cortaderia splendens</i>, a common nickname for cutting-grass	
26504	cypress-koromiko 	1	1	1	<I>Veronica cupressoides. </I>	
18284	dabchick	1	1	25	<i>Podiceps rufipectus</i>	
18281	dabchick	1	1	12	<i>Podiceps</i>, a small grebe found mainly in the NI;  see also diver, grebe, totokipio, weweia. totokipio. 	
18273	dagger fish	1	1	1	<I>Machaerope latispinis</I> 	
18302	daisy	11	1	12	<i>Brachycome Sinclairii. </i>	
18306	daisy	11	1	25	<i>bur daisy [s] Calotis lappulacea</i>	
18329	daisy	11	1	25	<i>Celmisia argentea. </i>	
18330	daisy	11	1	25	<i>Celmisia coriacea. </i>	
18303	daisy	11	1	12	<i>celmisia lindsayii</i> 	
18305	daisy	11	1	25	<i>Celmisia Traversii.</i> 	
18304	daisy	11	1	25	<i>Cotula atrata. </i>	
33033	daisy	11	1	25	<i>Cotula coronopifolia</i>, bachelor's buttons or brass buttons	
18326	daisy	11	1	25	<i>Erigeron karvinskianus</I>	
18314	daisy	11	1	25	<I>Gnaphalium trinerve (The Three-nerved Gnaphalium</I>)	
18322	daisy	11	1	25	<i>Lagenophora lanata</i>. 	
18339	daisy	11	1	25	<i>Lagenophora petiolata</i> 	
18347	daisy	11	1	25	<i>Lagenophora Thomsoni. </i>	
19552	daisy	11	1	25	<I>Leptinella strata</i> subsp. <I>luteola</i>...	
18343	daisy	11	1	25	<i>Pachystegia insignis</i> 	
18344	daisy	11	1	25	<i>Senecio saxifragoides. </i>	
18332	daisy	11	1	25	plant with daisy-like flower: <i>H. bellioides</i> most abundant spp.	
18358	daisy shrub	1	1	1	<i>Senecio kirkii. </i>	
18365	daisy tree	1	1	1	<i> Olearia ilicifolia. </i>	
18366	daisy tree	1	1	1	<i>Olearia angustifolia. </i>	
18364	daisy tree	1	1	1	<i>Olearia arborescens. </i>	
18361	daisy tree	1	1	1	<i>Olearia Colensoi</i>	
18362	daisy tree	1	1	1	<i>Olearia Cunninghamii. </i>	
18368	daisy tree	1	1	1	<i>Olearia divaricata. </i>	
18363	daisy tree	1	1	1	<i>Olearia Forsteri. </i>	
18370	daisy tree	1	1	1	<i>Olearia Traillii. </i>	
18371	daisy tree	1	1	1	<i>Olearia virgata. </i>	
18367	daisy tree	1	1	1	Olearia <i>virgata</i>; var. <i>lineata. </i>	
18359	daisy tree	1	1	1	Spp. of <i>Olearia</i> esp.<i> O. arborescens</i>, and <i>O. furfuracea</i> (sometimes called tree-daisy (1919)).	
18385	damselfly	1	1	25	<I>Austrolestes colensonis. </I>	
18386	damselfly	1	1	25	<I>Xanthocnemis zelandica. </I>	
18432	dandelion	1	1	25	(<I>Hypochaeris radicata</I>),  and hawkbit  (<I>Leontodon taraxacoides</I>) qqv.(?). 	
18434	dandelion	1	1	37	<I>Taraxacum magellanicum</I>	
18438	daphne	1	1	25	<I>Pimelia</I> spp.;  usu. with distinguishing epithet, freq. Maori, native,  New Zealand; also Maori, native daphne.	
26809	Dawson's catshark	11	1	25	<i>Halaelurus dawsoni</i>	
17432	deepsea flathead	1	1	1	<I>Hoplichthys</I> sp.	
7555	deposited plan	1	1	1	In modern times subdivisions of urban and rural land are defined in terms of a surveyor's plan lodged in the office of the currently appropriate administrative entity (Lands and Survey, DOSLI etc) and known as a <i>deposited plan (DP)</I>.	
18545	devil's purse	1	1	1	<I>Clathrus cibarius</I>, = basket fungus, fairies' closet. 	
18602	dichondra	1	1	1	<i>Dichondra repens</i>.	
49767	didymo	1	1	1	<i>Didymosphenia geminata</i>	
16848	dirty fern	1	1	1	<i>Dryopteris velutena</i>	
18706	dock	11	1	25	<I> Rumex flexuosus </I>, a native dock whose dry stalk-network can be blown about by wind;  =Maori dock,  also called Maori dock, native dock. 	
18707	dock	11	1	25	<I> Rumex neglectus. </I>	
18736	dog	11	1	12	<i>Canis familiaris</i>, the dog introduced by the pre-European Polynesian settlers, the Maori dog, native dog often so-called;   kuri. 	
27738	Dog	1	1	1	the main character in Murray Ball's strip cartoon, <i>Footrot Flats</i>	
18853	dogwood	1	1	12	<i>Cornus capitata</i> Wall. 	
18926	dolphinfish 	1	1	1	<I>Coryphaena hippucus</I>	
7466	donkey's ages	1	9	1	a variant of <i>donkey's years</i>	
18972	doodia	1	1	12	<i>Doodia media. </i>	
5806	dotterel	1	1	25	<i>Charadrius bicinctus</i>; a small New Zealand and Australian bird of the plover family, with two bands of colour across its breast, found on shores and riverbeds; also called  double-banded dotterell, New Zealand dotterel, tuturiwhatu. 	
19019	dotterel	1	1	25	<i>Charadrius obscurus</i>; also called dusky plover, tuturuwata. 	
16945	double velvet fern	1	1	1	<i>Leptopteris superba</i> ?Prince of Wales feathers	
19055	doublebeak	1	1	1	needlefish, <I>Scomberesox forsteri</I>	
19102	draco	1	1	1	short for <i>Dracophyllum</i> spp. 	
24946	drapetes	1	1	1	an alpine plant, <i>Relleria dieffenbachii</i>	
19357	duck-scarer 	1	1	1	frilled shag, <i>Phalacrocorax melanolencus</i>, Vieill. 	
19414	duckweed	1	1	37	<I>Anacharis canadensis (Elodea canadensis). </I>	
19413	duckweed	1	1	25	<I>Nertera depressa</I>	
19427	dune-coprosma	1	1	1	<i>Coprosma acerosa</i>	
19428	dune-sedge	1	1	1	<i>Carex pumila. </i>	
19437	dunnock	1	1	1	Hedge sparrow <i>Prunella modularis	
37132	dusky beech	1	1	1	<i>Nothofagus fusca</i> 	
18930	dusky dolphin	1	1	1	<i>Lagenorhynchus obscurus</i>	
19448	dusky plover	1	1	1	(<i>Charadrius obscurus</I>) New Zealand dotterel, tuturuwaka	
19456	dusty miller	1	1	1	<i>Senecio cineraria</i>	
26409	dwarf cabbage tree	1	1	1	<i>Cordyline pumilio.</i>	
33508	dwarf false musk	1	1	1	<i>Mazus pumilio </i>	
20903	dwarf mistletoe	1	1	25	one of three dwarf or leafless semi-parasitic indigenous mistletoes <I>Korthalsella salicornioides</I>, <i> Korthalsella lindsayi</i>, or <i> Korthalsella  clavata </i>. 	
33072	dwarf montia	1	1	1	<i>Montia verna</i> 	
13136	earwig	1	1	1	The native earwig <i>Anisolabis </i> sp. 	
13138	edelweiss	1	1	25	<i>Helichrysum bellidioides.</i> 	
13141	edelweiss	1	1	25	<i>Leucogenes grandiceps </i>	
13139	edelweiss	1	1	25	<i>Leucogenes grandiceps. </i>	
13140	edelweiss	1	1	25	<i>Leucogenes Leontopodium</i> 	
13142	eel	1	1	1	Spec. use of <I>eel</I> for native salt- and fresh-water spp	
13236	eels' blanket	1	1	1	<i>Ruppia spiralis</i>	
16850	Egmont fern	1	1	1	<I>Polystichum cystostegium</i>	
13251	egret	1	1	1	Various spp. of <i>Egretta</i>, usu. with distinguishing epithet  esp. occas. white egret the white heron. 	
13252	eketera	1	1	1	<I>Lepidium oleraceum</I>>	
13255	elder	1	1	25	<i>Leycesteria formosa</i>,  =Himalaya honeysuckle. 	
13372	elephant ear	1	1	1	<i>Alocasia macrorrhiza</i> an introduced arum, from size and shape of leaf.	
7560	Employment Court	1	1	1	a court set up by the Employment Contracts Act 1991 with jurisdiction over contracts of employment and disputes between employer and employee, including appeals from the decisions of <i>Employment Tribunals</i>.	
13313	entire-leaved beech	1	1	1	<i>Nothofagus solandri</i>	
37519	entire-leaved birch	1	1	1	<i>Nothofagus solandri</I>	
7561	Environment Court	1	1	1	The name since 1996 for the <i>Planning Tribunal</i>.	
13378	eschcholtzia	1	1	1	[<i>E. californica</i> as a profuse and beautiful introduced weed of southern NZ riverbeds, remarkable for the difficulty of its spelling.] =Californian poppy,. 	
17458	European flax	1	1	1	<i>Linum</i> ....... linen flax 	
13394	eyebright	1	1	25	<i>Euphrasia cockayniana</i>	
13383	eyebright	1	1	25	<i>Euphrasia cuneata. </i>	
13387	eyebright	1	1	1	<i>Euphrasia Dyeri. </i>	
13390	eyebright	1	1	25	<i>Euphrasia repens. </i>	
13393	eyebright	1	1	25	<i>Euphrasia repens. </i>	
13389	eyebright	1	1	25	<i>Euphrasia tricolor. </i>	
13385	eyebright	1	1	25	<i>Euphrasia zealandica. </i>	
13392	eyebright	1	1	25	<i>Euphrasia zealandica. </i>	
13391	eyebright	1	1	25	<i>Siphonidium longiflorum. </i>	
13384	eyebright	1	1	25	A small alpine herb; a mountain plant with yellow and [or] white flowers.  <i>Euphrasia monroi</i>, an alpine plant chiefly [??typically] of the mountains of Nelson and	
13382	eyebright	1	1	12	Spec. use of eyebright <i>Euphrasia officinalis</i> for local spp. 	
16599	fairy flax	1	1	1	<i>Astelia</i> spp. 	
24917	fairy lantern	1	1	1	the plant <i>Thismia rodwayi</i>	
16606	falcon	1	1	1	<i>Falco novaeseelandiae</i> any of various birds of prey, such as the hawk or kestrel, often used to hunt other birds or game;  	
37133	false beech	1	1	1	<i>Gaultheria antipoda</i>, bush snowberry	
4697	fantail	1	1	12	A handsome flycatcher of the New Zealand bush. Pre-settlement North Island writers prefer piwaka(waka) (Markham 1834, Yate 1835);  early more-or-less scientific writers prefer fantailed (less often fantail) flycatcher, or merely flycatcher; fantail as a popular name is attested in 1845 (1854) (Wellington), 1851 (Taranaki) and sanctioned by Buller (1873 (1888)). Also called piwakawaka, tiwakawaka,  shortened from fantail(ed) flycatcher, <I>Rhipidura flabellifera</I>, Pied or North Island Fantail,  =piwakawaka; and <I>R. fuliginosa</I>, Black or South Island Fantail, =tiwaiwaka.	
9181	fat hen	1	1	1	[Var. <I>Chenopodium</I> spp., esp. as eaten as vegetables: earliest recorded occurrence.]  	
16853	feather fern	1	1	1	<i>Pneumatopteris</i> (formerly <i>Dryopteris</i> or <i>Cyclosorus</i>) <i>pennigera. </i>	
25363	Fergusson's kelpfish	1	1	1	<i>Chironemus fergussoni</i> 	
641	fern	1	1	1	as simplex, or as common fern applied to a plant of open spaces, usu. <i>Pteridium esculentum</i>, =bracken; often {?occas.] to <i>Paesia scaberula</i>,  ring fern (q.v. ?2.?. below); occas. to <i>Blechnum spp. </i>. See also bracken, fern-tree, hymenophyllum, lycopodium,  para, polypody, ponga, Prince of Wales feathers,  spleenwort [prob out],  Cf. fire in the fern; land of ferns. See further 1989  Brownsey and Smith-Dodsworth New Zealand Ferns and Allied Plants. 	
3270	fern country	1	1	1	land on which bracken or <i>Paesia</i> spp. is growing or has grown; or land fit only for growing fern, or which has grown fern from earliest times	
16968	fern-flower	1	1	1	<i>Drosera binata</i>. 	
16958	fern-strangler	1	1	1	<i>Dracophyllum scoparium</i>, a kind of grass tree which strangles tree-ferns by slow constriction 	
5717	fernbird	1	1	1	<I>Bowdleria punctata</I>	
16977	fernland	1	1	1	land covered, or once covered, with fern, mainly <i>Pteridium esculentum</i> or <i>Paesia scaberula</i>.	
17100	fig	18	1	1	native fig, New Zealand fig. <I>Schefflera digitata. </i>	
17101	fig marigold	1	1	1	<i>Mesembryanthemum </i>sp.  	
17175	fir	1	1	48	<I>Agatha australis. </I>	
17174	fir	1	1	37	Once used in many places in NZ, popularly and indiscriminately, for < I>Pinus</I> sp, esp.<I> P. radiata</I> (formerly <I>insignis</I>; by the 1960s an old-fashioned solecism, since pine trees and timber have become common, and commonly known. 	
17178	fir	1	1	80	popular name for an exotic pine species, usu. <i>radiata</I>. See fir(-tree). 	
17190	fireweed	1	1	25	<i> Erechtites diversifolia. </i>	
17186	fireweed	1	1	12	<i>Cerastium glomeratum.</i>  	
17193	fireweed	1	1	25	<i>Erechtites arguta. </i>	
17187	fireweed	1	1	25	<i>Erechtites atkinsoniae</i>; Cf fireweed. 	
17189	fireweed	1	1	25	<i>Erechtites glabrescens. </i>	
17188	fireweed	1	1	25	<i>Erechtites penanthoides. </i>	
17192	fireweed	1	1	25	<i>Erechtites quadridentata. </i>	
17191	fireweed	1	1	25	<i>Erechtites scaberula. </i>	
17180	fireweed	1	1	12	A generic term for plants that spring up after burns, most commonly <i>Erechtites</i> spp.  See also Australian, cotton, fireweed; hogweed.	
17251	fish-bone tree	1	1	1	<i>Pseudopanax crassifolium</i>, lancewood, horoeka. 	
17252	fish-guts plant	1	1	1	<I>Chenopodium detestans</I>, Kirk. 	
17314	five-finger	1	1	25	<i>Neopanax</i> (formerly<i> Nothopanax) arboreum</i>,  five-fingered jack, New Zealand fig, snotty-gob, whauwhau, often changed to ohau. 	
17315	five-finger	1	1	37	<i>Schefflera digitata </i> patete, ohau. 	
17319	five-fingered Jack	1	1	1	<i>Neopanax arboreum</i>  	
17321	flag	1	1	37	(occas.) <i>Phormium tenax</i> flax	
17322	flag	1	1	1	<i>Arundo conspicua</i>, toetoe 	
17334	flannel-leaf	1	1	1	<i>Verbascum thapsus</i>, Aaron's rod, golden rod, mullein, native	
17431	flathead	1	1	1	<I>Cheilodonichthyes</I> sp. =gurnard (cf flathead gurnard, see gurnard) 	
17430	flathead	1	1	1	<i>Geniagnus</i> sp.  =spotted stargazer 	
17429	flathead	18	1	37	<i>Kathetostoma</i> sp.	
16546	flathead gurnard	1	1	1	<i>Leptoscopus macropygus</i>, stargazer. 	
17438	flax	11	1	25	 the fibre of a <i>Phormium</i> spp., here <i>P. colensoi </i>	
17463	flax	20	1	1	<i>Astelia solandri</i> [check <i>solanderi</i> in mod usage?]  =astelia, an epiphyte 	
17459	flax	19	1	25	<i>Linum marginale</i> Australian linseed, =wild flax, wild linseed 	
17446	flax	18	1	12	<I>Linum monogynum </I>	
17449	flax	1	1	1	<i>Linum monogynum</i> 	
17505	flax	19	1	25	Plant of the <I>Linum</I> sp (and its fibre), always so qualified in NZ to distinguish it from the more abundant, native flax, <I>Phormium tenax</I> (see OED 2b) (R.M.) 	
45263	flax	1	1	2	the native <I>Phormium tenax</i>, of which many species and cultivars have been farmed commercially for fibre. 	
17331	flax lily	1	1	1	the New Zealand flax <i>Phormium tenax </i>	
4639	flax snail	1	1	1	pupuharakeke (<i>Placostylus hongii</i>)	
17564	flax-waste	1	1	1	the waste left when <i>Phormium tenax</i> leaves are dressed in a flax-mill 	
17606	fleabane	1	1	12	Canadian fleabane, woolly cobbler's peg, =(mistakenly) fireweed <I>Erigeron</I> spp. <I>Conyza</I> spp. 	
17602	fleshfish	1	1	1	<i>Dermatopsis macrodon</i>	
12052	fleshy-leaved lobelia	1	1	1	<i>Lobelia roughii. </i>	
17611	floating duckweed	1	1	1	<i>Lemna minor </i>	
24279	flower of Hades	1	1	1	the wood rose, <i>Dactylanthus taylorii</i>	
17800	flycatcher	1	1	25	<i>Drosera</i> spp, <i>D. binata, D. rotundifolia</i>,  fly-trap plants 	
17801	flycatcher	1	1	25	<i>Silene</i> spp.	
17796	flycatcher	1	1	1	gen. English for a bird that catches flies.  In NZ earlier occas. applied (perhaps generically) to <i>Rhipidura</i> sp.,  fantail, probably as a now obs shortening of the semi-popular  fantailed-flycatcher.  	
9420	forest cabbage	1	1	1	<i>Cordyline banksii</i>	
17888	forget-me-not	1	1	25	<i>Myosotis albida </i>	
17878	forget-me-not	1	1	25	<i>Myosotis macrantha </i>	
17889	forget-me-not	1	1	25	<i>Myosotis pygmaea</i> var. <i>Traillii </i>	
17890	forget-me-not	1	1	25	<i>Myosotis spathulata </i>	
17885	forget-me-not	1	1	25	<i>Myosotis Traversii </i>	
17880	forget-me-not 	1	1	25	<i>Myosotis albida </i>	
17892	forget-me-not 	1	1	25	<i>Myosotis albida </i>	
17881	forget-me-not 	1	1	25	<i>Myosotis Forsteri </i>	
17887	forget-me-not 	1	1	25	<i>Myosotis saxatilis </i>	
17882	forget-me-not 	1	1	25	<i>Myosotis sylvatica</i>	
25840	fork fern	1	1	1	<i>Psilotum nudum</i>	
17838	forstera	1	1	1	<I>Forstera sedifolia var. oculata </I>	
17943	fox and cubs	1	1	1	<i>Pilosella aurantiaca</i> 	
17957	foxglove	1	1	25	<i>Ourisia caespitosa </i>	
17956	foxglove	1	1	25	<i>Ourisia macrophylla </i>	
17958	foxglove 	1	1	25	<i>Ourisia macrophylla </i>	
18011	Frenchman	1	1	1	the fish, <i>Kathetostoma giganteum</i>	
12208	frilled venerid	1	1	1	<i> Bassina yatei </i>	
18093	frost	11	1	1	frostfish, <i>Lepidopus caudatus</i>	
18133	fuchsia	1	1	25	<i>Fuchsia Colensoi </i>	
18132	fuchsia	1	1	25	<i>Fuchsia Colensoi</i>	
18126	fuchsia	1	1	25	<i>Fuchsia Colensoi</i> 	
18122	fuchsia	1	1	25	<i>Fuchsia excorticata</i>	
1817	fuchsia	1	1	1	<I>Fuchsia excorticata</I>  native, New Zealand fuchsia  =kotukutuku, kohutuhutu (incorrectly konini)  	
18116	fuchsia	1	1	25	<i>Fuchsia procumbens </i>	
18123	fuchsia	1	1	25	<i>Fuchsia procumbens </i>	
18125	fuchsia	1	1	25	<i>Fuchsia procumbens </i>	
30604	fuchsia-barked totara 	1	1	1	<i>Podocarpus Hallii </i>	
24920	fungus	1	1	1	<i>Aseroe rubra</i>	
18209	fungus	11	1	25	<i>Clathrus cibarius </i>	
18212	fungus	11	1	25	<i>Clathrus cibarius </i>	
30156	fungus	11	1	25	<i>Favolaschia calocera</i>	
18208	fungus	11	1	25	basket fungus, fairies' closet <i>Clathrus cibarius </i>	
18216	fungus gnat	1	1	1	<i>Arachnocampa luminosa</I>	
22096	fuzzy melon	1	1	1	the Asian gourd <i>Benincasa hispida</i>	
8079	gahnia	1	1	12	<i>Gahnia (?)sieberiana</i>, saw edge>. A tall sharp-leaved adventive grass associated with kauri forests in Northland.	
14946	gahnia	1	1	25	<i>Gahnia procera. </i>	
14945	gahnia	1	1	25	<i>Gahnia xanthocarpa. </i>	
14954	galaxias	1	1	25	Lowland Galaxias - taiwharu, <I>Galaxias brevipinnis </I>	
5777	gannet	1	1	1	<i>Sula bassana serrator</i> (Gray), a white goose-sized seabird with a yellow crown and black-tipped wings, which plunges on fish from a height;  =takapu. 	
14210	garden nasturtium	1	1	1	<i>Tropaeolum majus</i>	
2082	garfish	1	1	1	<i>Reporhamphus ihi</i> or (? earlier) <i>Hemirhamphus intermedius,  H. australis</i>,  =half-beak, =ihe, =piper, =takeke. 	
14938	garlic	1	1	1	<i>Allium</i> spp.: Usu.with distinguishing epithet 	
15131	gentian	11	1	25	<i>Gentiana cerina. </i>	
15127	gentian	11	1	25	<i>Gentiana corymbifera. </i>	
15129	gentian	11	1	25	<i>Gentiana corymbifera. </i>	
15130	gentian	11	1	25	<i>Gentiana lineata. </i>	
15123	gentian	11	1	25	<i>Gentiana saxosa </i>	
15124	gentian	11	1	25	<i>Gentiana saxosa </i>	
15125	gentian	11	1	25	<i>Gentiana saxosa </i>	
15132	geranium	11	1	25	<i>.Gentiana saxosa. </i>	
15126	geranium	11	1	25	<i>Gentian Griesbachii. </i>	
15140	geranium	11	1	25	<i>Geranium microphyllum. </i>	
15143	geranium	11	1	25	<i>geranium, turnip-rooted [s] Geranium retrorsum</i> L'Her. <i>Geranium solanderi</i> Carolin 	
39670	get on like a bush fire	1	9	1	var. of <i>get on like a house on fire</i>, of people, to be on very good terms	
50645	giant cane rush	1	1	1	an endangered cane rush, <i> Sporadanthus ferrugineus </i> , endemic to Waikato wetlands. 	
17883	giant forget-me-not	1	1	1	<i>Myosotidium</i>	
50059	giant-flowered broom	1	1	1	<i>Carmichaelia williamsii</i>	
15255	glasswort	1	1	25	<i>Salicornia australis</i>	
15254	glasswort	1	1	12	<i>Salicornia australis</i> 	
15256	glasswort	1	1	25	<i>Salicornia australis</i> 	
26784	Glide Time	1	1	1	the Roger Hall play which gave rise to the TV series <i>Gliding On</i>.	
15261	glory of the west	1	1	1	<i>Leptopteris superba. </i>	
5712	glow-worm	1	1	1	in NZ the insect <i>Bolitophila luminosa</i>	
28758	go crook on	1	9	1	? to become angry with, to disapprove severely (the cit. may be <i>confusing</i> go crook on <i>with </i> go crook at). 	
23569	go Westward Ho	1	9	1	an occas. elaboration of <i>go west</i>, to die; to come to grief 	
45443	goi	1	1	2	kowhai, <i>Sophora tetraptera</i> and <i>Sophora microphylla</i> [corruption of Ma. kowhai.] 	
15417	golden rod	1	1	2	<i>Verbascum thapsus</i> flannel leaf	
16931	golden tree fern	1	1	1	<I>Dicksonia fibrosa </I>	
15625	gourd	1	1	25	 <i.Lagenaria: </i>	
15626	gourd	1	1	37	<i>Sicyos australis</i>:	
15975	grass	21	1	40	?<i>Poa caespitosa </i>	
15690	grass	20	1	21	(?mainly South Island, or Canterbury and southern Marlborough <I>Agropyrum</i> spp., and <i>Elymus rectisetus. </i>	
15970	grass	21	1	33	<i>Aciphylla</i> spp. 	
15715	grass	20	1	26	<i>Agrostis capillaris</i>; often applied to  any of various fine pasture grasses. 	
15772	grass	20	1	58	<i>Austrofestuca</i> (formerly <i>Festuca) littoralis. </i>	
15950	grass	21	1	17	<I>Briza</I> spp. alteration of SHIVERING GRASS [AND altered form of shivering grass for <I>Briza</I> sp. 1935] 	
15796	grass	22	1	65	<i>Bromus hordaceus</i> (formerly <i>mollis</i>). [Weeds 1984] 	
15922	grass	20	1	106	<i>Bromus willdenowii. </i>	
15808	grass	20	1	68	<i>Desmazeria rigida</i> [Weeds 1984] 	
15717	grass	20	1	26	<i>Deyeuxia</i> (formerly <i>Agrostis) tenuis. </i>	
15718	grass	20	1	26	<i>Deyeuxia</i> (formerly <i>Agrostis) tenuis. </i>	
15861	grass	20	1	89	<i>Echinochloa utilis</i> (formerly<i> frumentacea</i>). 	
15993	grass	21	1	47	<i>Elymus apricus, E. rectisetus </i>(syn. <i>Agropyron scabrum),  E tenuis</i> in Weeds 1984 	
15778	grass	20	1	58	<i>Festuca ovina</i> var. <i>novae-zelandiae </i>	
15763	grass	20	1	58	<i>Festuca rubra</i> var. <i>fallax </i>(?or <i>F. nigricans</i>). Check DNB NZ and Aust 	
15963	grass	21	1	30	<i>Hierochloe redolens, Isachne australis</i>	
15972	grass	21	1	35	<i>Phalaris aquatica</i> (formerly <i>tuberosa</i>). 	
15954	grass	21	1	20	<i>Schoenus</i> sp.	
15941	grass	21	1	8	<i>Spinifex</i> spp. 	
15817	grass	20	1	77	<I>Themeda australis</I> (formerly <I>triandra</I>). 	
15665	grass	20	1	4	<i>Triglochin triandrum</i>	
15678	grass	20	1	10	<i>Uncinia</i> spp., HOOK-GRASS 	
15719	grass	20	1	27	a coarse, springy lawn grass. <i>Stenotaphrum secundatum [?S. glabrum]</i> in New Zealand, and still universally known by this name in the districts where it grows	
15731	grass	20	1	35	A local name now obs. [so JD] for <i>Sporobolus africanus</I> (formerly<i> indicus. </i>	
15761	grass	20	1	58	Any of many tufted meadow grasses of <i>Festuca</i> spp.; in NZ esp. Chewings fescue, tall fescue. <i>Fescue</i> in common names often interchangeable with tussock. 	
15816	grass	20	1	76	ca 1944 R. Mason, in Hawkes Bay where it was spreading as a weed, a nuisance during the 1939-45 war. <I>Fide</I> Allan, Agronomy Division. <I>Carex divulsa</I> Japanese grass 	
15974	grass	21	1	39	niggerhead, <i>Carex secta</i>.  Contrast grass-tree	
15823	grass	20	1	83	now <i>Leymus</i> spp	
15914	grass	20	1	104	Now applied to <i>D. inaequiglumis, D. rara, D. sieberiana. </i>	
15943	grass	21	1	10	Occas. sand-fescue grass.  [JD ] =pingao <i>Desmoschoenus spiralis</i> syn. <i>Scirpus frondosus. </i>	
15689	grass	20	1	20	Sisirhinchium iridifolium (<i>formerly</i> chilense. 	
15953	grass	21	1	20	snow tussock  <i>Chionochloa </I>(formerly <I>Danthonia</I> spp.  also called snow tussock a high country danthonia.  	
15915	grass	20	1	105	The generic name used as a common name, esp. annual poa. =TRACK GRASS, WHITE MAN'S GRASS EDD Annual Meadow Grass, phr. Sus <i>Poa Annua</i>; nf OEDS a. 	
